roc-time-tzdb-v1	2025b	iana-2025b-wheel-2025.2-posix-1800-2200-v1	-5364662400	7258118400
Asia/Magadan	c00b9f30658bfecd40c369779b201f045b6b44e54f7acddd32836e0c4a0dc13f	36192	36000	43200	-1441188192,36000;-1247565600,39600;354891600,43200;370699200,39600;386427600,43200;402235200,39600;417963600,43200;433771200,39600;449586000,43200;465318000,39600;481042800,43200;496767600,39600;512492400,43200;528217200,39600;543942000,43200;559666800,39600;575391600,43200;591116400,39600;606841200,43200;622566000,39600;638290800,43200;654620400,39600;670345200,39600;686073600,36000;695750400,39600;701794800,43200;717519600,39600;733244400,43200;748969200,39600;764694000,43200;780418800,39600;796143600,43200;811868400,39600;828198000,43200;846342000,39600;859647600,43200;877791600,39600;891097200,43200;909241200,39600;922546800,43200;941295600,39600;953996400,43200;972745200,39600;985446000,43200;1004194800,39600;1017500400,43200;1035644400,39600;1048950000,43200;1067094000,39600;1080399600,43200;1099148400,39600;1111849200,43200;1130598000,39600;1143298800,43200;1162047600,39600;1174748400,43200;1193497200,39600;1206802800,43200;1224946800,39600;1238252400,43200;1256396400,39600;1269702000,43200;1288450800,39600;1301151600,43200;1414245600,36000;1461427200,39600
Asia/Makassar	355f63fd14ee894e3b9af26f7ca13c75a5c7e4015827c2a2e20bc70494b1c8b7	28656	28656	32400	-1577951856,28656;-1172908656,28800;-880272000,32400;-766054800,28800
Asia/Manila	1681a62321489c79277c4d74dcf6e20fae46530b269d85b3179a06cacd3706a6	-57368	-57368	32400	-3944621032,29032;-2219083200,28800;-1046678400,32400;-1040115600,28800;-885024000,32400;-880016400,32400;-783594000,32400;-760093200,28800;-496224000,32400;-491562000,28800;228326400,32400;243702000,28800;643219200,32400;649177200,28800
Asia/Nicosia	4d862a5a9f2c2b40300541c0a74c2eba2859b90d7d45776ddbc6ed877df33812	8008	7200	10800	-1518920008,7200;166572000,10800;182293200,7200;200959200,10800;213829200,7200;228866400,10800;243982800,7200;260316000,10800;276123600,7200;291765600,10800;307486800,7200;323820000,10800;338936400,7200;354664800,10800;370386000,7200;386114400,10800;401835600,7200;417564000,10800;433285200,7200;449013600,10800;465339600,7200;481068000,10800;496789200,7200;512517600,10800;528238800,7200;543967200,10800;559688400,7200;575416800,10800;591138000,7200;606866400,10800;622587600,7200;638316000,10800;654642000,7200;670370400,10800;686091600,7200;701820000,10800;717541200,7200;733269600,10800;748990800,7200;764719200,10800;780440400,7200;796168800,10800;811890000,7200;828223200,10800;843944400,7200;859672800,10800;875394000,7200;891122400,10800;904597200,10800;909277200,7200;922582800,10800;941331600,7200;954032400,10800;972781200,7200;985482000,10800;1004230800,7200;1017536400,10800;1035680400,7200;1048986000,10800;1067130000,7200;1080435600,10800;1099184400,7200;1111885200,10800;1130634000,7200;1143334800,10800;1162083600,7200;1174784400,10800;1193533200,7200;1206838800,10800;1224982800,7200;1238288400,10800;1256432400,7200;1269738000,10800;1288486800,7200;1301187600,10800;1319936400,7200;1332637200,10800;1351386000,7200;1364691600,10800;1382835600,7200;1396141200,10800;1414285200,7200;1427590800,10800;1445734800,7200;1459040400,10800;1477789200,7200;1490490000,10800;1509238800,7200;1521939600,10800;1540688400,7200;1553994000,10800;1572138000,7200;1585443600,10800;1603587600,7200;1616893200,10800;1635642000,7200;1648342800,10800;1667091600,7200;1679792400,10800;1698541200,7200;1711846800,10800;1729990800,7200;1743296400,10800;1761440400,7200;1774746000,10800;1792890000,7200;1806195600,10800;1824944400,7200;1837645200,10800;1856394000,7200;1869094800,10800;1887843600,7200;1901149200,10800;1919293200,7200;1932598800,10800;1950742800,7200;1964048400,10800;1982797200,7200;1995498000,10800;2014246800,7200;2026947600,10800;2045696400,7200;2058397200,10800;2077146000,7200;2090451600,10800;2108595600,7200;2121901200,10800;2140045200,7200;2153350800,10800;2172099600,7200;2184800400,10800;2203549200,7200;2216250000,10800;2234998800,7200;2248304400,10800;2266448400,7200;2279754000,10800;2297898000,7200;2311203600,10800;2329347600,7200;2342653200,10800;2361402000,7200;2374102800,10800;2392851600,7200;2405552400,10800;2424301200,7200;2437606800,10800;2455750800,7200;2469056400,10800;2487200400,7200;2500506000,10800;2519254800,7200;2531955600,10800;2550704400,7200;2563405200,10800;2582154000,7200;2595459600,10800;2613603600,7200;2626909200,10800;2645053200,7200;2658358800,10800;2676502800,7200;2689808400,10800;2708557200,7200;2721258000,10800;2740006800,7200;2752707600,10800;2771456400,7200;2784762000,10800;2802906000,7200;2816211600,10800;2834355600,7200;2847661200,10800;2866410000,7200;2879110800,10800;2897859600,7200;2910560400,10800;2929309200,7200;2942010000,10800;2960758800,7200;2974064400,10800;2992208400,7200;3005514000,10800;3023658000,7200;3036963600,10800;3055712400,7200;3068413200,10800;3087162000,7200;3099862800,10800;3118611600,7200;3131917200,10800;3150061200,7200;3163366800,10800;3181510800,7200;3194816400,10800;3212960400,7200;3226266000,10800;3245014800,7200;3257715600,10800;3276464400,7200;3289165200,10800;3307914000,7200;3321219600,10800;3339363600,7200;3352669200,10800;3370813200,7200;3384118800,10800;3402867600,7200;3415568400,10800;3434317200,7200;3447018000,10800;3465766800,7200;3479072400,10800;3497216400,7200;3510522000,10800;3528666000,7200;3541971600,10800;3560115600,7200;3573421200,10800;3592170000,7200;3604870800,10800;3623619600,7200;3636320400,10800;3655069200,7200;3668374800,10800;3686518800,7200;3699824400,10800;3717968400,7200;3731274000,10800;3750022800,7200;3762723600,10800;3781472400,7200;3794173200,10800;3812922000,7200;3825622800,10800;3844371600,7200;3857677200,10800;3875821200,7200;3889126800,10800;3907270800,7200;3920576400,10800;3939325200,7200;3952026000,10800;3970774800,7200;3983475600,10800;4002224400,7200;4015530000,10800;4033674000,7200;4046979600,10800;4065123600,7200;4078429200,10800;4096573200,7200;4109878800,10800;4128627600,7200;4141328400,10800;4160077200,7200;4172778000,10800;4191526800,7200;4204227600,10800;4222976400,7200;4236282000,10800;4254426000,7200;4267731600,10800;4285875600,7200;4299181200,10800;4317930000,7200;4330630800,10800;4349379600,7200;4362080400,10800;4380829200,7200;4394134800,10800;4412278800,7200;4425584400,10800;4443728400,7200;4457034000,10800;4475178000,7200;4488483600,10800;4507232400,7200;4519933200,10800;4538682000,7200;4551382800,10800;4570131600,7200;4583437200,10800;4601581200,7200;4614886800,10800;4633030800,7200;4646336400,10800;4665085200,7200;4677786000,10800;4696534800,7200;4709235600,10800;4727984400,7200;4741290000,10800;4759434000,7200;4772739600,10800;4790883600,7200;4804189200,10800;4822333200,7200;4835638800,10800;4854387600,7200;4867088400,10800;4885837200,7200;4898538000,10800;4917286800,7200;4930592400,10800;4948736400,7200;4962042000,10800;4980186000,7200;4993491600,10800;5012240400,7200;5024941200,10800;5043690000,7200;5056390800,10800;5075139600,7200;5087840400,10800;5106589200,7200;5119894800,10800;5138038800,7200;5151344400,10800;5169488400,7200;5182794000,10800;5201542800,7200;5214243600,10800;5232992400,7200;5245693200,10800;5264442000,7200;5277747600,10800;5295891600,7200;5309197200,10800;5327341200,7200;5340646800,10800;5358790800,7200;5372096400,10800;5390845200,7200;5403546000,10800;5422294800,7200;5434995600,10800;5453744400,7200;5467050000,10800;5485194000,7200;5498499600,10800;5516643600,7200;5529949200,10800;5548698000,7200;5561398800,10800;5580147600,7200;5592848400,10800;5611597200,7200;5624902800,10800;5643046800,7200;5656352400,10800;5674496400,7200;5687802000,10800;5705946000,7200;5719251600,10800;5738000400,7200;5750701200,10800;5769450000,7200;5782150800,10800;5800899600,7200;5814205200,10800;5832349200,7200;5845654800,10800;5863798800,7200;5877104400,10800;5895853200,7200;5908554000,10800;5927302800,7200;5940003600,10800;5958752400,7200;5971453200,10800;5990202000,7200;6003507600,10800;6021651600,7200;6034957200,10800;6053101200,7200;6066406800,10800;6085155600,7200;6097856400,10800;6116605200,7200;6129306000,10800;6148054800,7200;6161360400,10800;6179504400,7200;6192810000,10800;6210954000,7200;6224259600,10800;6242403600,7200;6255709200,10800;6274458000,7200;6287158800,10800;6305907600,7200;6318608400,10800;6337357200,7200;6350662800,10800;6368806800,7200;6382112400,10800;6400256400,7200;6413562000,10800;6432310800,7200;6445011600,10800;6463760400,7200;6476461200,10800;6495210000,7200;6508515600,10800;6526659600,7200;6539965200,10800;6558109200,7200;6571414800,10800;6589558800,7200;6602864400,10800;6621613200,7200;6634314000,10800;6653062800,7200;6665763600,10800;6684512400,7200;6697818000,10800;6715962000,7200;6729267600,10800;6747411600,7200;6760717200,10800;6779466000,7200;6792166800,10800;6810915600,7200;6823616400,10800;6842365200,7200;6855066000,10800;6873814800,7200;6887120400,10800;6905264400,7200;6918570000,10800;6936714000,7200;6950019600,10800;6968768400,7200;6981469200,10800;7000218000,7200;7012918800,10800;7031667600,7200;7044973200,10800;7063117200,7200;7076422800,10800;7094566800,7200;7107872400,10800;7126016400,7200;7139322000,10800;7158070800,7200;7170771600,10800;7189520400,7200;7202221200,10800;7220970000,7200;7234275600,10800;7252419600,7200
Asia/Novokuznetsk	6985bdae9731a5fff3ace65cdaf9a972a822b8244a30707594cae2a08e37282c	20928	20928	28800	-1441259328,21600;-1247551200,25200;354906000,28800;370713600,25200;386442000,28800;402249600,25200;417978000,28800;433785600,25200;449600400,28800;465332400,25200;481057200,28800;496782000,25200;512506800,28800;528231600,25200;543956400,28800;559681200,25200;575406000,28800;591130800,25200;606855600,28800;622580400,25200;638305200,28800;654634800,25200;670359600,25200;686088000,21600;695764800,25200;701809200,28800;717534000,25200;733258800,28800;748983600,25200;764708400,28800;780433200,25200;796158000,28800;811882800,25200;828212400,28800;846356400,25200;859662000,28800;877806000,25200;891111600,28800;909255600,25200;922561200,28800;941310000,25200;954010800,28800;972759600,25200;985460400,28800;1004209200,25200;1017514800,28800;1035658800,25200;1048964400,28800;1067108400,25200;1080414000,28800;1099162800,25200;1111863600,28800;1130612400,25200;1143313200,28800;1162062000,25200;1174762800,28800;1193511600,25200;1206817200,28800;1224961200,25200;1238266800,28800;1256410800,25200;1269716400,25200;1288468800,21600;1301169600,25200
Asia/Novosibirsk	2369f830212569df6c31cc8900073861d553e9ec1b851efd3a8000ba11097c26	19900	19900	28800	-1579476700,21600;-1247551200,25200;354906000,28800;370713600,25200;386442000,28800;402249600,25200;417978000,28800;433785600,25200;449600400,28800;465332400,25200;481057200,28800;496782000,25200;512506800,28800;528231600,25200;543956400,28800;559681200,25200;575406000,28800;591130800,25200;606855600,28800;622580400,25200;638305200,28800;654634800,25200;670359600,25200;686088000,21600;695764800,25200;701809200,28800;717534000,25200;733258800,28800;738086400,25200;748987200,21600;764712000,25200;780436800,21600;796161600,25200;811886400,21600;828216000,25200;846360000,21600;859665600,25200;877809600,21600;891115200,25200;909259200,21600;922564800,25200;941313600,21600;954014400,25200;972763200,21600;985464000,25200;1004212800,21600;1017518400,25200;1035662400,21600;1048968000,25200;1067112000,21600;1080417600,25200;1099166400,21600;1111867200,25200;1130616000,21600;1143316800,25200;1162065600,21600;1174766400,25200;1193515200,21600;1206820800,25200;1224964800,21600;1238270400,25200;1256414400,21600;1269720000,25200;1288468800,21600;1301169600,25200;1414263600,21600;1469304000,25200
Asia/Omsk	cbbbb8ec439b077c08f0cc4a1c145314cf8111966a846a730e0ef1e657302576	17610	17610	25200	-1582088010,18000;-1247547600,21600;354909600,25200;370717200,21600;386445600,25200;402253200,21600;417981600,25200;433789200,21600;449604000,25200;465336000,21600;481060800,25200;496785600,21600;512510400,25200;528235200,21600;543960000,25200;559684800,21600;575409600,25200;591134400,21600;606859200,25200;622584000,21600;638308800,25200;654638400,21600;670363200,21600;686091600,18000;695768400,21600;701812800,25200;717537600,21600;733262400,25200;748987200,21600;764712000,25200;780436800,21600;796161600,25200;811886400,21600;828216000,25200;846360000,21600;859665600,25200;877809600,21600;891115200,25200;909259200,21600;922564800,25200;941313600,21600;954014400,25200;972763200,21600;985464000,25200;1004212800,21600;1017518400,25200;1035662400,21600;1048968000,25200;1067112000,21600;1080417600,25200;1099166400,21600;1111867200,25200;1130616000,21600;1143316800,25200;1162065600,21600;1174766400,25200;1193515200,21600;1206820800,25200;1224964800,21600;1238270400,25200;1256414400,21600;1269720000,25200;1288468800,21600;1301169600,25200;1414263600,21600
Asia/Oral	43e19ff39348bdd02d539d999207fbf2b5473e583ce71c8c7bd666f726e1d29a	12324	10800	21600	-1441164324,10800;-1247540400,18000;354913200,21600;370720800,21600;386445600,21600;402256800,18000;417985200,21600;433792800,18000;449607600,21600;465339600,18000;481064400,21600;496789200,18000;512514000,21600;528238800,18000;543963600,21600;559688400,18000;575413200,21600;591138000,18000;606862800,18000;622591200,14400;638316000,18000;654645600,14400;670370400,18000;686095200,14400;695772000,18000;701816400,18000;717544800,14400;733269600,18000;748994400,14400;764719200,18000;780444000,14400;796168800,18000;811893600,14400;828223200,18000;846367200,14400;859672800,18000;877816800,14400;891122400,18000;909266400,14400;922572000,18000;941320800,14400;954021600,18000;972770400,14400;985471200,18000;1004220000,14400;1017525600,18000;1035669600,14400;1048975200,18000;1067119200,14400;1080424800,18000;1099173600,18000
Asia/Pontianak	a34c748cd4e5c23894a80cc65ff1e5cef08caeedb3514460438c73a52f79c5db	26240	25200	32400	-1946186240,26240;-1172906240,27000;-881220600,32400;-766054800,27000;-683883000,28800;-620812800,27000;-189415800,28800;567964800,25200
Asia/Pyongyang	3710b975af284d9e12b621509e5863969f454d1b8c33e5f0b2add8838cb4c640	30180	30180	32400	-1948782180,30600;-1830414600,32400;-768646800,32400;1439564400,30600;1525446000,32400
Asia/Qostanay	e6d6648f5a34a78bda444b0f3b4620222c3a7837f572a3b9db1fb410c83fd8be	15268	14400	21600	-1441167268,14400;-1247544000,18000;354913200,21600;370720800,21600;386445600,21600;402256800,18000;417985200,21600;433792800,18000;449607600,21600;465339600,18000;481064400,21600;496789200,18000;512514000,21600;528238800,18000;543963600,21600;559688400,18000;575413200,21600;591138000,18000;606862800,21600;622587600,18000;638312400,21600;654642000,18000;670366800,18000;686095200,14400;695772000,18000;701816400,21600;717541200,18000;733266000,21600;748990800,18000;764715600,21600;780440400,18000;796165200,21600;811890000,18000;828219600,21600;846363600,18000;859669200,21600;877813200,18000;891118800,21600;909262800,18000;922568400,21600;941317200,18000;954018000,21600;972766800,18000;985467600,21600;1004216400,18000;1017522000,21600;1035666000,18000;1048971600,21600;1067115600,18000;1080421200,21600;1099170000,21600;1709229600,18000
Asia/Qyzylorda	265b4a0c49ee1e62101987454c024c0c3a5d0c0fc7c6324e0071da57b905ae54	15712	14400	21600	-1441167712,14400;-1247544000,18000;354913200,21600;370720800,21600;386445600,21600;402256800,18000;417985200,21600;433792800,18000;449607600,21600;465339600,18000;481064400,21600;496789200,18000;512514000,21600;528238800,18000;543963600,21600;559688400,18000;575413200,21600;591138000,18000;606862800,21600;622587600,18000;638312400,21600;654642000,18000;670366800,18000;686095200,18000;695768400,21600;701812800,21600;717541200,18000;733266000,21600;748990800,18000;764715600,21600;780440400,18000;796165200,21600;811890000,18000;828219600,21600;846363600,18000;859669200,21600;877813200,18000;891118800,21600;909262800,18000;922568400,21600;941317200,18000;954018000,21600;972766800,18000;985467600,21600;1004216400,18000;1017522000,21600;1035666000,18000;1048971600,21600;1067115600,18000;1080421200,21600;1099170000,21600;1545328800,18000
Asia/Yangon	e89d835c811d4da44aa8b386782ce8828df085aa0ee8f25661a9881d2f00e90c	23087	23087	32400	-2840163887,23087;-1577946287,23400;-873268200,32400;-778410000,23400
Asia/Sakhalin	33f4c177ed378fedd873d2b0846128053c1227158ed653c11bb9ddb2dd7a3c6a	34248	32400	43200	-2031039048,32400;-768560400,39600;354891600,43200;370699200,39600;386427600,43200;402235200,39600;417963600,43200;433771200,39600;449586000,43200;465318000,39600;481042800,43200;496767600,39600;512492400,43200;528217200,39600;543942000,43200;559666800,39600;575391600,43200;591116400,39600;606841200,43200;622566000,39600;638290800,43200;654620400,39600;670345200,39600;686073600,36000;695750400,39600;701794800,43200;717519600,39600;733244400,43200;748969200,39600;764694000,43200;780418800,39600;796143600,43200;811868400,39600;828198000,43200;846342000,39600;859647600,39600;877795200,36000;891100800,39600;909244800,36000;922550400,39600;941299200,36000;954000000,39600;972748800,36000;985449600,39600;1004198400,36000;1017504000,39600;1035648000,36000;1048953600,39600;1067097600,36000;1080403200,39600;1099152000,36000;1111852800,39600;1130601600,36000;1143302400,39600;1162051200,36000;1174752000,39600;1193500800,36000;1206806400,39600;1224950400,36000;1238256000,39600;1256400000,36000;1269705600,39600;1288454400,36000;1301155200,39600;1414249200,36000;1459008000,39600
